,b,k1,hits@10,hits@5,hits@3,hits@1
474,0.75,0.9,0.923,0.894,0.87,0.77
475,0.75,1.0,0.923,0.894,0.87,0.773
476,0.75,1.1,0.925,0.894,0.871,0.768
477,0.75,1.2000000000000002,0.928,0.896,0.871,0.766
478,0.75,1.3,0.927,0.895,0.867,0.762
479,0.75,1.4000000000000001,0.926,0.896,0.868,0.76
480,0.75,1.5,0.926,0.892,0.866,0.758
481,0.75,1.6,0.925,0.891,0.863,0.76
482,0.75,1.7000000000000002,0.925,0.89,0.862,0.755
483,0.75,1.8,0.924,0.887,0.861,0.756
484,0.75,1.9000000000000001,0.923,0.887,0.859,0.752
485,0.75,2.0,0.923,0.887,0.856,0.75
486,0.75,2.1,0.923,0.886,0.855,0.745
487,0.75,2.2,0.924,0.883,0.852,0.741
488,0.75,2.3000000000000003,0.924,0.884,0.849,0.738
489,0.75,2.4000000000000004,0.924,0.885,0.848,0.734
490,0.75,2.5,0.922,0.883,0.844,0.732
491,0.75,2.6,0.922,0.882,0.844,0.729
492,0.75,2.7,0.922,0.883,0.843,0.723
493,0.75,2.8000000000000003,0.922,0.88,0.841,0.721
494,0.75,2.9000000000000004,0.922,0.879,0.842,0.719
495,0.75,3.0,0.92,0.876,0.842,0.716
496,0.8,0.0,0.891,0.856,0.818,0.691
497,0.8,0.1,0.909,0.874,0.843,0.721
498,0.8,0.2,0.919,0.882,0.854,0.742
499,0.8,0.30000000000000004,0.92,0.885,0.858,0.749
500,0.8,0.4,0.924,0.886,0.859,0.752
501,0.8,0.5,0.924,0.891,0.863,0.756
502,0.8,0.6000000000000001,0.926,0.893,0.865,0.761
503,0.8,0.7000000000000001,0.926,0.894,0.868,0.76
504,0.8,0.8,0.924,0.894,0.87,0.769
505,0.8,0.9,0.922,0.896,0.871,0.773
506,0.8,1.0,0.924,0.892,0.87,0.769
507,0.8,1.1,0.925,0.894,0.87,0.768
508,0.8,1.2000000000000002,0.925,0.895,0.868,0.767
509,0.8,1.3,0.926,0.895,0.864,0.762
510,0.8,1.4000000000000001,0.925,0.895,0.866,0.762
511,0.8,1.5,0.924,0.894,0.867,0.759
512,0.8,1.6,0.923,0.893,0.864,0.756
513,0.8,1.7000000000000002,0.923,0.89,0.865,0.757
514,0.8,1.8,0.922,0.889,0.862,0.753
515,0.8,1.9000000000000001,0.922,0.887,0.86,0.747
516,0.8,2.0,0.923,0.887,0.856,0.75
517,0.8,2.1,0.923,0.887,0.854,0.747
518,0.8,2.2,0.924,0.886,0.852,0.742
519,0.8,2.3000000000000003,0.924,0.884,0.849,0.741
520,0.8,2.4000000000000004,0.923,0.883,0.846,0.737
521,0.8,2.5,0.922,0.883,0.844,0.732
522,0.8,2.6,0.922,0.883,0.843,0.728
523,0.8,2.7,0.922,0.883,0.842,0.723
524,0.8,2.8000000000000003,0.922,0.883,0.84,0.722
525,0.8,2.9000000000000004,0.921,0.881,0.84,0.717
526,0.8,3.0,0.92,0.879,0.84,0.716
527,0.8500000000000001,0.0,0.892,0.854,0.816,0.687
528,0.8500000000000001,0.1,0.908,0.874,0.843,0.721
529,0.8500000000000001,0.2,0.918,0.883,0.854,0.743
530,0.8500000000000001,0.30000000000000004,0.922,0.886,0.856,0.749
531,0.8500000000000001,0.4,0.924,0.887,0.86,0.752
532,0.8500000000000001,0.5,0.923,0.891,0.862,0.755
533,0.8500000000000001,0.6000000000000001,0.926,0.892,0.865,0.759
534,0.8500000000000001,0.7000000000000001,0.925,0.895,0.869,0.761
535,0.8500000000000001,0.8,0.921,0.898,0.87,0.769
536,0.8500000000000001,0.9,0.922,0.895,0.871,0.77
537,0.8500000000000001,1.0,0.925,0.894,0.869,0.77
538,0.8500000000000001,1.1,0.924,0.896,0.868,0.768
539,0.8500000000000001,1.2000000000000002,0.924,0.895,0.867,0.765
540,0.8500000000000001,1.3,0.923,0.895,0.866,0.762
541,0.8500000000000001,1.4000000000000001,0.924,0.894,0.864,0.76
542,0.8500000000000001,1.5,0.924,0.893,0.862,0.757
543,0.8500000000000001,1.6,0.923,0.891,0.864,0.76
544,0.8500000000000001,1.7000000000000002,0.922,0.889,0.86,0.756
545,0.8500000000000001,1.8,0.922,0.889,0.856,0.754
546,0.8500000000000001,1.9000000000000001,0.922,0.887,0.855,0.751
547,0.8500000000000001,2.0,0.923,0.886,0.853,0.752
548,0.8500000000000001,2.1,0.923,0.887,0.854,0.745
549,0.8500000000000001,2.2,0.923,0.883,0.847,0.743
550,0.8500000000000001,2.3000000000000003,0.923,0.882,0.844,0.74
551,0.8500000000000001,2.4000000000000004,0.923,0.885,0.845,0.737
552,0.8500000000000001,2.5,0.922,0.884,0.843,0.729
553,0.8500000000000001,2.6,0.922,0.883,0.841,0.726
554,0.8500000000000001,2.7,0.92,0.883,0.842,0.722
555,0.8500000000000001,2.8000000000000003,0.92,0.882,0.837,0.719
556,0.8500000000000001,2.9000000000000004,0.919,0.878,0.837,0.716
557,0.8500000000000001,3.0,0.919,0.877,0.837,0.714
558,0.9,0.0,0.893,0.854,0.816,0.688
559,0.9,0.1,0.909,0.874,0.842,0.727
560,0.9,0.2,0.917,0.883,0.855,0.744
561,0.9,0.30000000000000004,0.922,0.887,0.857,0.751
562,0.9,0.4,0.924,0.89,0.86,0.755
563,0.9,0.5,0.925,0.892,0.865,0.756
564,0.9,0.6000000000000001,0.925,0.893,0.864,0.759
565,0.9,0.7000000000000001,0.925,0.894,0.868,0.766
566,0.9,0.8,0.922,0.898,0.871,0.768
567,0.9,0.9,0.923,0.894,0.871,0.767
568,0.9,1.0,0.924,0.894,0.869,0.766
569,0.9,1.1,0.922,0.896,0.868,0.766
570,0.9,1.2000000000000002,0.923,0.895,0.868,0.76
571,0.9,1.3,0.923,0.895,0.865,0.757
572,0.9,1.4000000000000001,0.924,0.894,0.862,0.755
573,0.9,1.5,0.922,0.891,0.861,0.756
574,0.9,1.6,0.921,0.891,0.86,0.753
575,0.9,1.7000000000000002,0.922,0.889,0.857,0.752
576,0.9,1.8,0.922,0.887,0.855,0.75
577,0.9,1.9000000000000001,0.923,0.887,0.854,0.751
578,0.9,2.0,0.923,0.885,0.853,0.748
579,0.9,2.1,0.922,0.885,0.847,0.741
580,0.9,2.2,0.923,0.884,0.844,0.738
581,0.9,2.3000000000000003,0.923,0.883,0.843,0.732
582,0.9,2.4000000000000004,0.922,0.883,0.843,0.73
583,0.9,2.5,0.92,0.881,0.841,0.727
584,0.9,2.6,0.919,0.881,0.837,0.721
585,0.9,2.7,0.919,0.879,0.836,0.72
586,0.9,2.8000000000000003,0.919,0.88,0.834,0.713
587,0.9,2.9000000000000004,0.918,0.877,0.833,0.71
588,0.9,3.0,0.917,0.875,0.832,0.708
589,0.9500000000000001,0.0,0.891,0.853,0.815,0.691
590,0.9500000000000001,0.1,0.909,0.874,0.843,0.729
591,0.9500000000000001,0.2,0.919,0.883,0.855,0.745
592,0.9500000000000001,0.30000000000000004,0.924,0.887,0.858,0.753
593,0.9500000000000001,0.4,0.925,0.89,0.859,0.757
594,0.9500000000000001,0.5,0.926,0.893,0.865,0.759
595,0.9500000000000001,0.6000000000000001,0.926,0.893,0.867,0.762
596,0.9500000000000001,0.7000000000000001,0.924,0.896,0.871,0.768
597,0.9500000000000001,0.8,0.923,0.896,0.871,0.766
598,0.9500000000000001,0.9,0.924,0.895,0.87,0.766
599,0.9500000000000001,1.0,0.923,0.896,0.87,0.768
600,0.9500000000000001,1.1,0.922,0.897,0.867,0.762
601,0.9500000000000001,1.2000000000000002,0.923,0.894,0.867,0.757
602,0.9500000000000001,1.3,0.922,0.894,0.865,0.754
603,0.9500000000000001,1.4000000000000001,0.923,0.892,0.864,0.753
604,0.9500000000000001,1.5,0.923,0.889,0.859,0.754
605,0.9500000000000001,1.6,0.923,0.89,0.858,0.753
606,0.9500000000000001,1.7000000000000002,0.924,0.89,0.855,0.749
607,0.9500000000000001,1.8,0.923,0.887,0.854,0.745
608,0.9500000000000001,1.9000000000000001,0.923,0.886,0.854,0.742
609,0.9500000000000001,2.0,0.924,0.886,0.85,0.739
610,0.9500000000000001,2.1,0.923,0.886,0.848,0.734
611,0.9500000000000001,2.2,0.923,0.883,0.844,0.731
612,0.9500000000000001,2.3000000000000003,0.921,0.883,0.841,0.731
613,0.9500000000000001,2.4000000000000004,0.919,0.883,0.838,0.726
614,0.9500000000000001,2.5,0.918,0.879,0.834,0.721
615,0.9500000000000001,2.6,0.918,0.877,0.833,0.717
616,0.9500000000000001,2.7,0.917,0.876,0.833,0.713
617,0.9500000000000001,2.8000000000000003,0.916,0.872,0.831,0.71
618,0.9500000000000001,2.9000000000000004,0.916,0.869,0.83,0.707
619,0.9500000000000001,3.0,0.915,0.866,0.829,0.706
620,1.0,0.0,0.89,0.854,0.816,0.688
621,1.0,0.1,0.909,0.874,0.843,0.73
622,1.0,0.2,0.918,0.882,0.854,0.746
623,1.0,0.30000000000000004,0.924,0.888,0.859,0.754
624,1.0,0.4,0.924,0.891,0.862,0.756
625,1.0,0.5,0.926,0.893,0.866,0.76
626,1.0,0.6000000000000001,0.925,0.894,0.87,0.763
627,1.0,0.7000000000000001,0.925,0.896,0.872,0.768
628,1.0,0.8,0.925,0.897,0.871,0.765
629,1.0,0.9,0.923,0.895,0.869,0.767
630,1.0,1.0,0.923,0.895,0.869,0.764
631,1.0,1.1,0.923,0.896,0.865,0.76
632,1.0,1.2000000000000002,0.922,0.892,0.864,0.756
633,1.0,1.3,0.923,0.892,0.865,0.755
634,1.0,1.4000000000000001,0.923,0.893,0.86,0.753
635,1.0,1.5,0.922,0.891,0.861,0.753
636,1.0,1.6,0.923,0.891,0.857,0.75
637,1.0,1.7000000000000002,0.923,0.889,0.856,0.749
638,1.0,1.8,0.923,0.888,0.855,0.744
639,1.0,1.9000000000000001,0.922,0.886,0.852,0.74
640,1.0,2.0,0.921,0.882,0.846,0.735
641,1.0,2.1,0.922,0.881,0.842,0.73
642,1.0,2.2,0.921,0.879,0.838,0.727
643,1.0,2.3000000000000003,0.921,0.878,0.837,0.723
644,1.0,2.4000000000000004,0.919,0.876,0.833,0.722
645,1.0,2.5,0.917,0.874,0.832,0.719
646,1.0,2.6,0.915,0.873,0.831,0.716
647,1.0,2.7,0.915,0.871,0.831,0.71
648,1.0,2.8000000000000003,0.916,0.869,0.827,0.706
649,1.0,2.9000000000000004,0.914,0.865,0.826,0.704
650,1.0,3.0,0.912,0.865,0.825,0.701
