,query type,fields,hits@10,hits@5,hits@3,hits@1
926,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.75', 'keywords^1.75', 'ne^1.25')",0.916,0.88,0.852,0.745
927,cross_fields,"('title^1.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.25')",0.916,0.883,0.853,0.75
928,cross_fields,"('title^1.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.0')",0.916,0.883,0.855,0.753
929,cross_fields,"('title^1.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.25')",0.916,0.885,0.85,0.746
930,cross_fields,"('title^1.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.0')",0.916,0.883,0.854,0.748
931,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.0')",0.916,0.88,0.849,0.736
932,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.0')",0.916,0.875,0.84,0.737
933,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.5')",0.916,0.88,0.848,0.738
934,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^2.0')",0.916,0.885,0.853,0.748
935,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.75')",0.916,0.886,0.857,0.744
936,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.5')",0.916,0.887,0.853,0.75
937,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.75', 'keywords^1.75', 'ne^1.5')",0.916,0.881,0.855,0.754
938,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.75')",0.916,0.888,0.858,0.747
939,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.75')",0.916,0.888,0.855,0.743
940,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.5')",0.916,0.888,0.852,0.749
941,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.25')",0.916,0.888,0.851,0.749
942,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.0')",0.916,0.888,0.851,0.751
943,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.75')",0.916,0.888,0.856,0.742
944,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.25')",0.916,0.887,0.851,0.75
945,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.0')",0.916,0.886,0.859,0.748
946,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.0')",0.916,0.887,0.851,0.752
947,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^1.75')",0.916,0.876,0.842,0.735
948,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^1.5')",0.916,0.877,0.842,0.737
949,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^1.25')",0.916,0.877,0.842,0.737
950,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^1.0')",0.916,0.877,0.842,0.737
951,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.75', 'ne^2.0')",0.916,0.888,0.854,0.741
952,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.75')",0.916,0.88,0.852,0.749
953,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.75', 'keywords^1.75', 'ne^1.25')",0.916,0.881,0.856,0.754
954,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.25')",0.916,0.886,0.859,0.747
955,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.5')",0.916,0.884,0.857,0.752
956,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.25')",0.916,0.885,0.853,0.753
957,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.25')",0.916,0.884,0.857,0.752
958,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.0')",0.916,0.884,0.857,0.753
959,cross_fields,"('title^2.0', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.75')",0.916,0.885,0.854,0.753
960,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.25', 'keywords^1.75', 'ne^1.25')",0.916,0.88,0.841,0.738
961,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.25', 'keywords^2.0', 'ne^1.75')",0.916,0.878,0.845,0.733
962,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.25', 'keywords^2.0', 'ne^1.75')",0.916,0.877,0.845,0.73
963,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.0')",0.916,0.885,0.855,0.752
964,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.0')",0.916,0.887,0.854,0.753
965,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.75', 'keywords^1.75', 'ne^1.0')",0.916,0.881,0.856,0.755
966,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.25')",0.916,0.887,0.853,0.754
967,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.5')",0.916,0.888,0.851,0.754
968,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.5', 'keywords^2.0', 'ne^1.75')",0.916,0.88,0.846,0.741
969,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.5', 'keywords^1.25', 'ne^1.5')",0.916,0.885,0.85,0.749
970,cross_fields,"('title^1.0', 'text^1.25', 'text_lemma^1.75', 'keywords^1.25', 'ne^1.5')",0.916,0.884,0.855,0.744
971,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.0')",0.916,0.884,0.856,0.755
972,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.25')",0.916,0.884,0.855,0.755
973,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^1.75', 'keywords^2.0', 'ne^1.5')",0.916,0.88,0.849,0.744
974,cross_fields,"('title^2.0', 'text^1.5', 'text_lemma^1.0', 'keywords^1.75', 'ne^1.5')",0.916,0.882,0.846,0.734
975,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.0')",0.916,0.886,0.858,0.745
976,cross_fields,"('title^1.75', 'text^2.0', 'text_lemma^2.0', 'keywords^1.75', 'ne^2.0')",0.916,0.884,0.854,0.749
977,cross_fields,"('title^1.75', 'text^1.0', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.25')",0.916,0.881,0.852,0.746
978,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.0')",0.916,0.883,0.853,0.75
979,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.5')",0.916,0.883,0.853,0.749
980,cross_fields,"('title^2.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.25')",0.916,0.888,0.852,0.744
981,cross_fields,"('title^2.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.0')",0.916,0.886,0.854,0.741
982,cross_fields,"('title^1.75', 'text^2.0', 'text_lemma^2.0', 'keywords^2.0', 'ne^2.0')",0.916,0.882,0.856,0.747
983,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^1.0', 'ne^1.0')",0.916,0.887,0.85,0.748
984,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.75', 'ne^2.0')",0.916,0.886,0.854,0.742
985,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^1.0', 'ne^1.25')",0.916,0.887,0.85,0.747
986,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.5')",0.916,0.888,0.855,0.752
987,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^1.25', 'ne^1.0')",0.916,0.887,0.85,0.748
988,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^1.25', 'ne^1.25')",0.916,0.887,0.85,0.747
989,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.25')",0.916,0.888,0.854,0.752
990,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.0')",0.916,0.888,0.854,0.753
991,cross_fields,"('title^2.0', 'text^1.0', 'text_lemma^1.25', 'keywords^1.75', 'ne^1.75')",0.916,0.878,0.844,0.73
992,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.5', 'ne^1.5')",0.916,0.883,0.857,0.744
993,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^2.0', 'ne^1.0')",0.916,0.881,0.848,0.744
994,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.5')",0.916,0.888,0.855,0.75
995,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^2.0', 'ne^1.75')",0.916,0.881,0.849,0.742
996,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.0')",0.916,0.887,0.858,0.748
997,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.25')",0.916,0.887,0.858,0.748
998,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.5')",0.916,0.887,0.858,0.747
999,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.0')",0.916,0.888,0.854,0.75
1000,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.25')",0.916,0.889,0.854,0.75
1001,cross_fields,"('title^2.0', 'text^1.0', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.75')",0.916,0.882,0.849,0.736
1002,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.5', 'ne^1.25')",0.916,0.883,0.857,0.745
1003,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.0')",0.916,0.887,0.858,0.748
1004,cross_fields,"('title^2.0', 'text^1.0', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.25')",0.916,0.881,0.851,0.733
1005,cross_fields,"('title^2.0', 'text^1.0', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.0')",0.916,0.882,0.851,0.733
1006,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.25')",0.916,0.887,0.858,0.748
1007,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.5')",0.916,0.887,0.858,0.747
1008,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.5', 'ne^1.0')",0.916,0.883,0.857,0.745
1009,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.75')",0.916,0.884,0.854,0.752
1010,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.75')",0.916,0.884,0.854,0.752
1011,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.0')",0.916,0.885,0.854,0.75
1012,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.0')",0.916,0.886,0.854,0.752
1013,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.5')",0.916,0.883,0.856,0.752
1014,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.25')",0.916,0.883,0.856,0.752
1015,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.0')",0.916,0.883,0.856,0.753
1016,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^2.0')",0.916,0.888,0.85,0.747
1017,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.5')",0.916,0.886,0.854,0.751
1018,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.25')",0.916,0.886,0.854,0.752
1019,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.5', 'ne^2.0')",0.916,0.885,0.852,0.751
1020,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.25')",0.916,0.885,0.854,0.75
1021,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.25', 'ne^2.0')",0.916,0.887,0.852,0.753
1022,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.75')",0.916,0.886,0.853,0.755
1023,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.5')",0.916,0.886,0.854,0.753
1024,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.25')",0.916,0.886,0.854,0.754
1025,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.0')",0.916,0.886,0.854,0.754
1026,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^1.0', 'ne^2.0')",0.916,0.887,0.852,0.753
1027,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.0', 'keywords^1.75', 'ne^2.0')",0.916,0.886,0.851,0.743
1028,cross_fields,"('title^1.75', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^2.0')",0.916,0.884,0.853,0.748
1029,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^2.0', 'ne^1.75')",0.916,0.878,0.847,0.737
1030,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.75', 'ne^2.0')",0.916,0.886,0.854,0.743
1031,cross_fields,"('title^1.75', 'text^2.0', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.75')",0.916,0.885,0.852,0.747
1032,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.5')",0.916,0.889,0.857,0.753
1033,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^2.0')",0.916,0.879,0.843,0.736
1034,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.25')",0.916,0.889,0.856,0.753
1035,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.0')",0.916,0.889,0.856,0.754
1036,cross_fields,"('title^1.75', 'text^2.0', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.0')",0.916,0.887,0.851,0.749
1037,cross_fields,"('title^1.75', 'text^2.0', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.25')",0.916,0.887,0.851,0.749
1038,cross_fields,"('title^1.75', 'text^2.0', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.5')",0.916,0.886,0.851,0.748
1039,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^2.0')",0.916,0.884,0.854,0.746
1040,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.75')",0.916,0.883,0.856,0.751
1041,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^1.75', 'ne^2.0')",0.916,0.886,0.852,0.743
1042,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.5')",0.916,0.885,0.854,0.749
1043,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.75')",0.916,0.886,0.857,0.744
1044,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^2.0', 'ne^1.5')",0.916,0.881,0.848,0.744
1045,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.25')",0.916,0.883,0.853,0.75
1046,cross_fields,"('title^1.75', 'text^1.0', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.0')",0.916,0.881,0.853,0.746
1047,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^1.0', 'ne^1.5')",0.916,0.886,0.853,0.755
1048,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^1.25', 'ne^1.5')",0.916,0.886,0.854,0.754
1049,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^2.0')",0.916,0.877,0.843,0.735
1050,cross_fields,"('title^2.0', 'text^1.25', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.5')",0.916,0.889,0.852,0.749
1051,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.75', 'ne^2.0')",0.916,0.886,0.852,0.742
1052,cross_fields,"('title^2.0', 'text^1.25', 'text_lemma^1.25', 'keywords^1.75', 'ne^2.0')",0.916,0.878,0.845,0.731
1053,cross_fields,"('title^2.0', 'text^1.25', 'text_lemma^1.25', 'keywords^1.5', 'ne^1.75')",0.916,0.881,0.85,0.735
1054,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.0')",0.916,0.884,0.853,0.748
1055,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^1.0', 'ne^1.75')",0.916,0.887,0.851,0.753
1056,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.25', 'ne^1.25')",0.916,0.886,0.848,0.744
1057,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.25', 'ne^1.0')",0.916,0.886,0.847,0.744
1058,cross_fields,"('title^2.0', 'text^1.25', 'text_lemma^1.5', 'keywords^1.25', 'ne^1.5')",0.916,0.887,0.851,0.745
1059,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^1.0', 'ne^1.25')",0.916,0.886,0.855,0.753
1060,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^1.0', 'ne^1.0')",0.916,0.886,0.855,0.754
1061,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.0', 'ne^1.25')",0.916,0.886,0.848,0.744
1062,cross_fields,"('title^1.0', 'text^1.75', 'text_lemma^1.0', 'keywords^1.0', 'ne^1.0')",0.916,0.886,0.847,0.744
1063,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.75')",0.916,0.882,0.855,0.755
1064,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.5')",0.916,0.882,0.856,0.755
1065,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.25')",0.916,0.882,0.856,0.755
1066,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.25')",0.916,0.884,0.853,0.748
1067,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.0')",0.916,0.882,0.856,0.756
1068,cross_fields,"('title^1.5', 'text^1.5', 'text_lemma^1.75', 'keywords^1.25', 'ne^1.75')",0.916,0.887,0.851,0.753
1069,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.5')",0.916,0.884,0.853,0.747
1070,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.5')",0.916,0.886,0.858,0.744
1071,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.5')",0.916,0.886,0.858,0.744
1072,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.25')",0.916,0.886,0.858,0.745
1073,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.25', 'ne^1.0')",0.916,0.886,0.858,0.745
1074,cross_fields,"('title^1.0', 'text^1.5', 'text_lemma^2.0', 'keywords^1.0', 'ne^1.25')",0.916,0.886,0.858,0.745
1075,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.25')",0.915,0.879,0.851,0.736
1076,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.25', 'ne^1.75')",0.915,0.886,0.855,0.749
1077,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.5')",0.915,0.885,0.857,0.746
1078,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.75')",0.915,0.884,0.855,0.741
1079,cross_fields,"('title^1.25', 'text^1.5', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.25')",0.915,0.882,0.856,0.751
1080,cross_fields,"('title^1.25', 'text^1.5', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.0')",0.915,0.882,0.857,0.751
1081,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.0')",0.915,0.883,0.858,0.753
1082,best_fields,"('title^1.75', 'text^1.5', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.0')",0.915,0.881,0.841,0.737
1083,cross_fields,"('title^1.25', 'text^1.5', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.0')",0.915,0.888,0.856,0.752
1084,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.25')",0.915,0.883,0.858,0.753
1085,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.75')",0.915,0.883,0.857,0.752
1086,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.25', 'ne^2.0')",0.915,0.884,0.856,0.741
1087,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.75')",0.915,0.885,0.858,0.742
1088,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.0')",0.915,0.88,0.851,0.736
1089,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.5')",0.915,0.887,0.854,0.749
1090,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.5', 'ne^2.0')",0.915,0.884,0.856,0.741
1091,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.75', 'ne^2.0')",0.915,0.889,0.858,0.743
1092,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^2.0', 'keywords^1.75', 'ne^1.5')",0.915,0.883,0.858,0.752
1093,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.75')",0.915,0.886,0.855,0.748
1094,cross_fields,"('title^1.25', 'text^1.5', 'text_lemma^1.5', 'keywords^1.5', 'ne^1.75')",0.915,0.885,0.856,0.744
1095,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.5', 'keywords^1.75', 'ne^2.0')",0.915,0.885,0.855,0.738
1096,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.0', 'ne^2.0')",0.915,0.884,0.856,0.741
1097,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.0')",0.915,0.884,0.856,0.753
1098,best_fields,"('title^1.75', 'text^1.75', 'text_lemma^1.75', 'keywords^1.75', 'ne^1.0')",0.915,0.881,0.841,0.737
1099,cross_fields,"('title^1.25', 'text^1.5', 'text_lemma^1.5', 'keywords^1.75', 'ne^1.75')",0.915,0.881,0.85,0.736
1100,cross_fields,"('title^1.25', 'text^1.75', 'text_lemma^1.75', 'keywords^2.0', 'ne^2.0')",0.915,0.879,0.849,0.738
1101,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.25')",0.915,0.884,0.856,0.752
1102,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.5')",0.915,0.884,0.852,0.744
1103,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^1.0', 'keywords^1.0', 'ne^1.75')",0.915,0.884,0.851,0.745
1104,cross_fields,"('title^1.25', 'text^2.0', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.75')",0.915,0.886,0.855,0.749
1105,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.0', 'keywords^2.0', 'ne^2.0')",0.915,0.879,0.843,0.736
1106,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.0', 'keywords^1.75', 'ne^1.5')",0.915,0.879,0.841,0.732
1107,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.5', 'keywords^2.0', 'ne^2.0')",0.915,0.879,0.851,0.735
1108,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^1.25', 'keywords^1.0', 'ne^1.5')",0.915,0.887,0.855,0.75
1109,cross_fields,"('title^1.5', 'text^1.75', 'text_lemma^2.0', 'keywords^2.0', 'ne^1.5')",0.915,0.884,0.856,0.752
1110,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.25')",0.915,0.885,0.852,0.745
1111,cross_fields,"('title^1.5', 'text^1.25', 'text_lemma^1.25', 'keywords^1.75', 'ne^1.75')",0.915,0.878,0.847,0.742
1112,cross_fields,"('title^1.5', 'text^2.0', 'text_lemma^1.0', 'keywords^1.5', 'ne^1.0')",0.915,0.885,0.852,0.745
1113,cross_fields,"('title^1.75', 'text^1.0', 'text_lemma^1.5', 'keywords^1.25', 'ne^1.0')",0.915,0.886,0.855,0.742
1114,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.5', 'keywords^1.0', 'ne^1.25')",0.915,0.885,0.852,0.745
1115,cross_fields,"('title^1.25', 'text^1.5', 'text_lemma^1.25', 'keywords^1.25', 'ne^1.25')",0.915,0.888,0.854,0.752
1116,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.5', 'keywords^2.0', 'ne^1.25')",0.915,0.88,0.845,0.734
1117,cross_fields,"('title^1.5', 'text^1.0', 'text_lemma^1.5', 'keywords^2.0', 'ne^1.0')",0.915,0.88,0.845,0.733
